date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon,area
2009-01-01,Saakow,,,450.0,,,,,1.075,,,saakow
2009-01-01,Sablaale,,,20.0,,,,140.0,,,,sablaale
2009-01-01,Sheikh,,,,,,,,,,,sheikh
2009-01-01,Tayeeglow,,,29.0,,,,,480.0,,,tayeeglow
2009-01-01,Waajid,,,,,,,,225.0,,,waajid
2009-01-01,Wanla weyn,,,,,,,,150.0,,,wanla weyn
2009-01-01,Xarardheere,,,,,,,,,,,xarardheere
2009-01-01,Xudur,,,60.0,,,,,1.56,,,xudur
2009-07-01,Adan Yabaal,20.0,,,,,,,60.0,,,adan yabaal
2009-07-01,Afgooye,600.0,,13.8,,,,120.0,50.0,,,afgooye
2009-07-01,Afmadow,32.0,,585.0,,,,149.0,,,,afmadow
2009-07-01,Baardheere,25.0,,1.163,,,,,126.0,,,baardheere
2009-07-01,Badhaadhe,10.0,,60.0,,,,12.0,,,,badhaadhe
2009-07-01,Balcad,120.0,,1.925,,,,140.0,600.0,,,balcad
2009-07-01,Baraawe,60.0,,1.6,,,,40.0,,,,baraawe
2009-07-01,Baydhaba,750.0,,1.277,,,,400.0,9.0,,,baydhaba
2009-07-01,Belet Weyne,,,120.0,,,,,240.0,,,belet weyne
2009-07-01,Belet Xaawo,,,3.0,,,,,,,,belet xaawo
2009-07-01,Borama,30.0,,60.0,,,,,824.0,,,borama
2009-07-01,Bu'aale,142.0,,3.725,,,,680.0,300.0,,,bu'aale
2009-07-01,Bulo Burto,,,100.0,,,,,170.0,,,bulo burto
2009-07-01,Burco,,,,,,,,10.0,,,burco
2009-07-01,Buur Hakaba,450.0,,900.0,,,,75.0,6.302,,,buur hakaba
2009-07-01,Cadale,40.0,,,,,,,42.0,,,cadale
2009-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2009-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2009-07-01,Diinsoor,238.0,,741.0,400.0,,,,12.0,,,diinsoor
2009-07-01,Doolow,,,43.0,,,,,,56.0,,doolow
2009-07-01,El berde,,,,,,,,,,,ceel barde
2009-07-01,Garbaharey/Burdhuubo,,,56.0,,,,,,,,garbahaarey
2009-07-01,Gebiley,60.0,,117.0,,,,,9.0,,,gebiley
2009-07-01,Hargeysa,15.0,,60.0,,,,,500.0,,,hargeysa
2009-07-01,Hobyo,,,,,,,,,,,hobyo
2009-07-01,Jalalaqsi,,,40.0,,,,,85.0,,,jalalaqsi
2009-07-01,Jamaame,557.0,,11.961,,,,1.012,,,,jamaame
2009-07-01,Jilib,111.0,,5.0,,,,1.104,,,,jilib
2009-07-01,Jowhar,200.0,,3.3,,,2.4,160.0,1.12,,,jowhar
2009-07-01,Kismaayo,95.0,,483.0,,,,96.0,,,,kismaayo
2009-07-01,Kurtunwaarey,500.0,,11.0,,,,450.0,,,,kurtunwaarey
2009-07-01,Luuq,,,55.0,,,,,,,,luuq
2009-07-01,Marka,840.0,,22.5,,,,240.0,150.0,,,marka
2009-07-01,Owdweyne,1.0,,2.0,,,,,180.0,,,owdweyne
2009-07-01,Qansax Dheere,460.0,,883.0,,,,360.0,7.2,,,qansax dheere
2009-07-01,Qoryooley,400.0,,13.05,,,,20.0,75.0,,,qoryooley
2009-07-01,Rab Dhuure,,,1.0,,,,,12.0,,,rab dhuure
2009-07-01,Saakow,61.0,,3.15,,,,1.888,9.75,,,saakow
2009-07-01,Sablaale,100.0,,2.0,,,,20.0,,,,sablaale
2009-07-01,Sheikh,1.0,,1.0,,,,,12.0,,,sheikh
2009-07-01,Tayeeglow,,,22.0,,,,,149.0,,,tayeeglow
2009-07-01,Waajid,,,10.0,,,,,56.0,,,waajid
2009-07-01,Wanla weyn,700.0,,150.0,,,,,8.0,,,wanla weyn
2009-07-01,Xarardheere,,,,,,,,,,,xarardheere
2009-07-01,Xudur,,,28.0,,,,,190.0,,,xudur
2010-01-01,Adan Yabaal,40.0,,,,,,,50.0,,,adan yabaal
2010-01-01,Afgooye,150.0,,900.0,,,,1.0,7.0,,,afgooye
2010-01-01,Afmadow,,,120.0,,,,32.0,5.0,,,afmadow
2010-01-01,Baardheere,60.0,,970.0,,,,420.0,3.368,,,baardheere
2010-01-01,Badhaadhe,,,105.0,,,,135.0,,,,badhaadhe
2010-01-01,Balcad,110.0,,2.1,,,,510.0,1.4,,,balcad
2010-01-01,Baraawe,180.0,,480.0,,,,800.0,,,,baraawe
2010-01-01,Baydhaba,1.65,,1.0,,,,900.0,26.64,,,baydhaba
2010-01-01,Belet Weyne,20.0,,165.0,,,,,840.0,,,belet weyne
2010-01-01,Belet Xaawo,,,3.0,,,,,,,,belet xaawo
2010-01-01,Borama,,,,,,,,,,,borama
2010-01-01,Bu'aale,54.0,,1.6,,,,2.1,363.0,,,bu'aale
2010-01-01,Bulo Burto,10.0,,120.0,,,,10.0,480.0,,,bulo burto
2010-01-01,Burco,,,,,,,,,,,burco
2010-01-01,Buur Hakaba,600.0,,360.0,,,,150.0,12.32,,,buur hakaba
2010-01-01,Cadale,60.0,,,,,,,30.0,,,cadale
2010-01-01,Ceel Bur,2.15,,,,,,,183.0,,,ceel buur
2010-01-01,Ceel Dheer,3.42,,,,,,,311.0,,,ceel dheer
2010-01-01,Diinsoor,600.0,,500.0,,,,420.0,15.0,,,diinsoor
2010-01-01,Doolow,,,12.0,,,,,,,,doolow
2010-01-01,El berde,,,,,,,,,,,ceel barde
2010-01-01,Garbaharey/Burdhuubo,6.0,,49.0,,,,1.0,44.0,,,garbahaarey
2010-01-01,Gebiley,,,,,,,,,,,gebiley
2010-01-01,Hargeysa,,,,,,,,,,,hargeysa
2010-01-01,Hobyo,166.0,,,,,,,,,,hobyo
2010-01-01,Jalalaqsi,20.0,,120.0,,,,20.0,214.0,,,jalalaqsi
2010-01-01,Jamaame,480.0,,2.42,,,,3.19,,,,jamaame
2010-01-01,Jilib,48.0,,2.682,,,,3.679,,,,jilib
2010-01-01,Jowhar,180.0,,4.95,,,3.75,660.0,1.8,,,jowhar
2010-01-01,Kismaayo,,,144.0,,,,285.0,,,,kismaayo
2010-01-01,Kurtunwaarey,45.0,,1.05,,,,2.7,,,,kurtunwaarey
2010-01-01,Luuq,3.0,,66.0,,,,,105.0,,,luuq
2010-01-01,Marka,40.0,,2.5,,,,1.0,160.0,,,marka
2010-01-01,Owdweyne,,,,,,,,,,,owdweyne
2010-01-01,Qansax Dheere,750.0,,650.0,,,,875.0,15.84,,,qansax dheere
2010-01-01,Qoryooley,50.0,,2.0,,,,200.0,1.0,,,qoryooley
2010-01-01,Rab Dhuure,20.0,,14.0,,,,,180.0,,,rab dhuure
2010-01-01,Saakow,36.0,,1.176,,,,2.7,3.375,,,saakow
2010-01-01,Sablaale,30.0,,960.0,,,,800.0,,,,sablaale
2010-01-01,Sheikh,,,,,,,,,,,sheikh
2010-01-01,Tayeeglow,95.0,,120.0,,,,,1.0,,,tayeeglow
2010-01-01,Waajid,20.0,,23.0,,,,,320.0,,,waajid
2010-01-01,Wanla weyn,35.0,,,,,,450.0,6.5,,,wanla weyn
2010-01-01,Xarardheere,3.32,,,,,,,220.0,,,xarardheere
2010-01-01,Xudur,56.0,,70.0,,,,,600.0,,,xudur
2010-07-01,Adan Yabaal,30.0,,,,,,,60.0,,,adan yabaal
2010-07-01,Afgooye,510.0,,13.5,,,,60.0,600.0,,,afgooye
2010-07-01,Afmadow,75.0,,346.0,,,,144.0,80.0,,,afmadow
2010-07-01,Baardheere,186.0,,1.35,,,,,3.04,,,baardheere
2010-07-01,Badhaadhe,30.0,,240.0,,,,80.0,,,,badhaadhe
2010-07-01,Balcad,240.0,,4.9,,,,200.0,3.9,,,balcad
2010-07-01,Baraawe,90.0,,2.7,,,,120.0,,,,baraawe
2010-07-01,Baydhaba,,,3.725,,,,920.0,24.36,,,baydhaba
2010-07-01,Belet Weyne,,,33.0,,,,20.0,193.0,,,belet weyne
2010-07-01,Belet Xaawo,9.0,,143.0,,,,,,,,belet xaawo
2010-07-01,Borama,32.0,,4.813,,,,,20.486,,,borama
2010-07-01,Bu'aale,310.0,,3.8,,,,2.0,440.0,,,bu'aale
2010-07-01,Bulo Burto,,,54.0,,,,30.0,220.0,,,bulo burto
2010-07-01,Burco,,,190.0,,,,,1.43,,,burco
2010-07-01,Buur Hakaba,,,1.332,,,,120.0,12.25,,,buur hakaba
2010-07-01,Cadale,60.0,,,,,,,50.0,,,cadale
2010-07-01,Ceel Bur,440.0,,,,,,,,,,ceel buur
2010-07-01,Ceel Dheer,620.0,,,,,,,,,,ceel dheer
2010-07-01,Diinsoor,,,2.1,,,,420.0,14.0,,,diinsoor
2010-07-01,Doolow,10.0,,373.0,,,,,,,,doolow
2010-07-01,El berde,,,,,,,,,,,ceel barde
2010-07-01,Garbaharey/Burdhuubo,35.0,,555.0,,,,,115.0,,,garbahaarey
2010-07-01,Gebiley,100.0,,6.21,,,,,19.521,,,gebiley
2010-07-01,Hargeysa,40.0,,3.556,,,,,12.538,,,hargeysa
2010-07-01,Hobyo,56.0,,,,,,,,,,hobyo
2010-07-01,Jalalaqsi,,,51.0,,,,225.0,120.0,,,jalalaqsi
2010-07-01,Jamaame,240.0,,3.975,,,,1.68,,,,jamaame
2010-07-01,Jilib,500.0,,5.88,,,,1.0,,,,jilib
2010-07-01,Jowhar,300.0,,7.2,,,4.5,500.0,5.0,,,jowhar
2010-07-01,Kismaayo,135.0,,1.3,,,,400.0,,,,kismaayo
2010-07-01,Kurtunwaarey,150.0,,12.0,,,,600.0,,,,kurtunwaarey
2010-07-01,Luuq,35.0,,445.0,,,,,252.0,,,luuq
2010-07-01,Marka,1.6,,13.2,,,,100.0,,,,marka
2010-07-01,Owdweyne,20.0,,216.0,,,,20.0,2.2,,,owdweyne
2010-07-01,Qansax Dheere,,,2.5,,,,1.035,14.0,,,qansax dheere
2010-07-01,Qoryooley,,,12.0,,,,150.0,100.0,,,qoryooley
2010-07-01,Rab Dhuure,32.0,,28.0,,,,,260.0,,,rab dhuure
2010-07-01,Saakow,540.0,,2.4,0.0,0.0,0.0,2.45,6.25,,0.0,saakow
2010-07-01,Sablaale,,,3.15,,,,80.0,,,,sablaale
2010-07-01,Sheikh,,,207.0,,,,,570.0,,,sheikh
2010-07-01,Tayeeglow,210.0,,189.0,,,,,1.65,,,tayeeglow
2010-07-01,Waajid,78.0,,93.0,,,,,930.0,,,waajid
2010-07-01,Wanla weyn,40.0,,80.0,,,,,9.0,,,wanla weyn
2010-07-01,Xarardheere,560.0,,,,,,,,,,xarardheere
2010-07-01,Xudur,126.0,,96.0,,,,,960.0,,,xudur
2011-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2011-01-01,Afgooye,30.0,,600.0,,,,150.0,,,,afgooye
2011-01-01,Afmadow,12.0,,32.0,,,,,,,,afmadow
2011-01-01,Baardheere,,,810.0,525.0,,,,,,,baardheere
2011-01-01,Badhaadhe,,,,,,,,,,,badhaadhe
2011-01-01,Balcad,60.0,,2.45,,,,180.0,,,,balcad
2011-01-01,Baraawe,,,,,,,,,,,baraawe
2011-01-01,Baydhaba,,,,,,,,1.4,,,baydhaba
2011-01-01,Belet Weyne,,,128.0,3.5,120.0,,,60.0,225.0,75.0,belet weyne
2011-01-01,Belet Xaawo,,,,120.0,,,,,,,belet xaawo
2011-01-01,Borama,,,,,,,,,,,borama
2011-01-01,Bu'aale,,,100.0,,,,,,,,bu'aale
2011-01-01,Bulo Burto,,,105.0,1.5,60.0,,,50.0,100.0,38.0,bulo burto
2011-01-01,Burco,,,,,,,,,,,burco
2011-01-01,Buur Hakaba,,,,,,,,,,,buur hakaba
2011-01-01,Cadale,,,,,,,,,,,cadale
2011-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2011-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2011-01-01,Diinsoor,,,,,,,,675.0,,,diinsoor
2011-01-01,Doolow,,,121.0,300.0,,,,,,,doolow
2011-01-01,El berde,,,,,,,,,,,ceel barde
2011-01-01,Garbaharey/Burdhuubo,,,93.0,270.0,,,,,,,garbahaarey
2011-01-01,Gebiley,,,,,,,,,,,gebiley
2011-01-01,Hargeysa,,,,,,,,,,,hargeysa
2011-01-01,Hobyo,,,,,,,,,,,hobyo
2011-01-01,Jalalaqsi,,,90.0,500.0,30.0,,75.0,40.0,75.0,13.0,jalalaqsi
2011-01-01,Jamaame,27.0,,115.0,,,,,,,,jamaame
2011-01-01,Jilib,,,120.0,,,,,,,,jilib
2011-01-01,Jowhar,120.0,,2.8,,,3.0,450.0,,,,jowhar
2011-01-01,Kismaayo,5.0,,20.0,,,,,,,,kismaayo
2011-01-01,Kurtunwaarey,80.0,,2.2,,,,2.0,,,,kurtunwaarey
2011-01-01,Luuq,,,177.0,330.0,,,,,,,luuq
2011-01-01,Marka,300.0,,2.4,,,,40.0,,,,marka
2011-01-01,Owdweyne,,,,,,,,,,,owdweyne
2011-01-01,Qansax Dheere,,,,,,,,600.0,,,qansax dheere
2011-01-01,Qoryooley,35.0,,1.5,,,,60.0,,,,qoryooley
2011-01-01,Rab Dhuure,,,,,,,,24.0,,,rab dhuure
2011-01-01,Saakow,,,68.0,,,,,,,,saakow
2011-01-01,Sablaale,150.0,,960.0,,,,1.0,,,,sablaale
2011-01-01,Sheikh,,,,,,,,,,,sheikh
2011-01-01,Tayeeglow,,,,,,,,,,,tayeeglow
2011-01-01,Waajid,,,,,,,,48.0,,,waajid
2011-01-01,Wanla weyn,,,,,,,,,,,wanla weyn
2011-01-01,Xarardheere,,,,,,,,,,,xarardheere
2011-01-01,Xudur,,,59.0,,,,,53.0,,,xudur
2011-07-01,Adan Yabaal,10.0,,,,,,,,,,adan yabaal
2011-07-01,Afgooye,,,4.015,,,,91.0,300.0,,,afgooye
2011-07-01,Afmadow,2.0,,20.0,,,,4.0,1.0,,,afmadow
2011-07-01,Baardheere,40.0,,401.0,600.0,,,,,25.0,10.0,baardheere
2011-07-01,Badhaadhe,,,,,,,,,,,badhaadhe
2011-07-01,Balcad,50.0,,1.2,,,,40.0,560.0,,,balcad
2011-07-01,Baraawe,,,1.45,,,,107.0,,,,baraawe
2011-07-01,Baydhaba,,,255.0,,,,,3.6,,,baydhaba
2011-07-01,Belet Weyne,,,125.0,3.0,45.0,,1.0,150.0,150.0,100.0,belet weyne
2011-07-01,Belet Xaawo,2.0,,6.0,240.0,,,,,15.0,,belet xaawo
2011-07-01,Borama,,,1.01,,,,,12.739,,1.98,borama
2011-07-01,Bu'aale,65.0,,430.0,,,,50.0,12.0,,,bu'aale
2011-07-01,Bulo Burto,,,100.0,1.0,24.0,,0.0,90.0,75.0,75.0,bulo burto
2011-07-01,Burco,8.0,,3.0,,,,,192.0,600.0,144.0,burco
2011-07-01,Buur Hakaba,,,,,,,,1.692,,,buur hakaba
2011-07-01,Cadale,15.0,,,,,,,,,,cadale
2011-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2011-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2011-07-01,Diinsoor,,,45.0,,,,,1.0,,,diinsoor
2011-07-01,Doolow,4.0,,91.0,300.0,,,,,,,doolow
2011-07-01,El berde,,,,,,,,,,,ceel barde
2011-07-01,Garbaharey/Burdhuubo,6.0,,118.0,240.0,,,,,10.0,5.0,garbahaarey
2011-07-01,Gebiley,20.0,,3.989,,,,,40.544,4.2,7.2,gebiley
2011-07-01,Hargeysa,20.0,,1.085,,,,,7.716,900.0,720.0,hargeysa
2011-07-01,Hobyo,,,,,,,,,,,hobyo
2011-07-01,Jalalaqsi,,,90.0,400.0,9.0,,2.0,50.0,40.0,13.0,jalalaqsi
2011-07-01,Jamaame,15.0,,345.0,,,,,,,,jamaame
2011-07-01,Jilib,135.0,,625.0,,,,40.0,,,,jilib
2011-07-01,Jowhar,60.0,,1.26,,,1.02,60.0,350.0,,,jowhar
2011-07-01,Kismaayo,,,45.0,,,,,,,,kismaayo
2011-07-01,Kurtunwaarey,,,5.348,,,,252.0,,,,kurtunwaarey
2011-07-01,Luuq,15.0,,77.0,280.0,,,,,,,luuq
2011-07-01,Marka,,,7.563,,,,84.0,,,,marka
2011-07-01,Owdweyne,,,8.0,,,,,420.0,300.0,144.0,owdweyne
2011-07-01,Qansax Dheere,,,60.0,,,,,800.0,,,qansax dheere
2011-07-01,Qoryooley,,,8.4,,,,105.0,,,,qoryooley
2011-07-01,Rab Dhuure,4.0,,,,,,,21.0,,,rab dhuure
2011-07-01,Saakow,78.0,,750.0,,,,75.0,,,,saakow
2011-07-01,Sablaale,,,1.65,,,,121.0,,,,sablaale
2011-07-01,Sheikh,,,10.0,,,,,113.0,300.0,252.0,sheikh
2011-07-01,Tayeeglow,21.0,,30.0,,,,,148.0,,,tayeeglow
2011-07-01,Waajid,6.0,,,,,,,35.0,,,waajid
2011-07-01,Wanla weyn,,,540.0,,,,,4.5,,,wanla weyn
2011-07-01,Xarardheere,127.0,,,,,,,,,,xarardheere
2011-07-01,Xudur,17.0,,23.0,,,,,106.0,,,xudur
2012-01-01,Adan Yabaal,75.0,,,,,,,,,,adan yabaal
2012-01-01,Afgooye,,,9.3,5.5,,,321.0,8.4,,,afgooye
2012-01-01,Afmadow,9.0,,154.0,,,,78.0,6.0,,,afmadow
2012-01-01,Baardheere,4.0,,590.0,180.0,,,15.0,4.456,,,baardheere
2012-01-01,Badhaadhe,15.0,,120.0,,,,,6.0,,,badhaadhe
2012-01-01,Balcad,450.0,,5.5,,,,750.0,3.9,,,balcad
2012-01-01,Baraawe,152.0,,2.52,,,,60.0,,,,baraawe
2012-01-01,Baydhaba,1.365,1.0,4.793,,,,920.0,20.3,,,baydhaba
2012-01-01,Belet Weyne,,,1.02,3.0,40.0,,5.0,1.45,120.0,1.0,belet weyne
2012-01-01,Belet Xaawo,1.0,,140.0,,,,,212.0,,,belet xaawo
2012-01-01,Borama,,,,,,,,,,,borama
2012-01-01,Bu'aale,45.0,,285.0,,,,310.0,1.2,,,bu'aale
2012-01-01,Bulo Burto,,,720.0,1.5,20.0,,5.0,1.06,60.0,500.0,bulo burto
2012-01-01,Burco,,,,,,,,,,,burco
2012-01-01,Buur Hakaba,540.0,,988.0,,,,60.0,11.4,,,buur hakaba
2012-01-01,Cadale,105.0,,,,,,,,,,cadale
2012-01-01,Ceel Bur,1.61,,,,,,,166.0,,,ceel buur
2012-01-01,Ceel Dheer,2.15,,,,,,,290.0,,,ceel dheer
2012-01-01,Diinsoor,600.0,240.0,868.0,,,,285.0,10.5,,,diinsoor
2012-01-01,Doolow,5.0,,198.0,60.0,,,,184.0,,,doolow
2012-01-01,El berde,,,,,,,,0.0,,,ceel barde
2012-01-01,Garbaharey/Burdhuubo,6.0,,539.0,96.0,,,,311.0,,,garbahaarey
2012-01-01,Gebiley,,,,,,,,,,,gebiley
2012-01-01,Hargeysa,,,,,,,,,,,hargeysa
2012-01-01,Hobyo,310.0,,,,,,,105.0,,,hobyo
2012-01-01,Jalalaqsi,,,540.0,750.0,10.0,,51.0,820.0,30.0,200.0,jalalaqsi
2012-01-01,Jamaame,318.0,,6.86,,,,1.445,,,,jamaame
2012-01-01,Jilib,180.0,,3.85,,,,1.42,,,,jilib
2012-01-01,Jowhar,600.0,,9.6,,,3.75,800.0,4.5,,,jowhar
2012-01-01,Kismaayo,55.0,,505.0,,,,135.0,,,,kismaayo
2012-01-01,Kurtunwaarey,262.0,,8.01,1.65,,,1.47,,,,kurtunwaarey
2012-01-01,Luuq,9.0,,302.0,120.0,,,8.0,578.0,,,luuq
2012-01-01,Marka,348.0,,9.25,4.4,,,316.0,960.0,,,marka
2012-01-01,Owdweyne,,,,,,,,,,,owdweyne
2012-01-01,Qansax Dheere,615.0,300.0,1.618,,,,530.0,11.6,,,qansax dheere
2012-01-01,Qoryooley,359.0,,6.8,2.31,,,710.0,2.4,,,qoryooley
2012-01-01,Rab Dhuure,69.0,,25.0,,,,,1.08,,,rab dhuure
2012-01-01,Saakow,30.0,,205.0,,,,440.0,4.8,,,saakow
2012-01-01,Sablaale,168.0,,4.8,1.32,,,645.0,,,,sablaale
2012-01-01,Sheikh,,,,,,,,,,,sheikh
2012-01-01,Tayeeglow,278.0,,200.0,,,,,4.2,,,tayeeglow
2012-01-01,Waajid,100.0,,150.0,,,,,1.44,,,waajid
2012-01-01,Wanla weyn,168.0,,2.4,,,,156.0,13.2,,,wanla weyn
